   4.7261799687    0.3933513715    3.4951478499
   5.3249656383    0.3933513715    3.4322129400
   5.0255728035    0.9119149728    3.4322129400
   4.4267871339    0.9119149728    3.4322129400
   4.1273942992    0.3933513715    3.4322129400
   4.4267871339   -0.1252122298    3.4322129400
   5.0255728035   -0.1252122298    3.4322129400
   5.8975815008    0.3933513715    3.2461587679
   5.7406434535    0.9790521375    3.2461587679
   5.3118807347    1.4078148563    3.2461587679
   4.7261799687    1.5647529036    3.2461587679
   4.1404792027    1.4078148563    3.2461587679
   3.7117164839    0.9790521375    3.2461587679
   3.5547784366    0.3933513715    3.2461587679
   3.7117164839   -0.1923493945    3.2461587679
   4.1404792027   -0.6211121133    3.2461587679
   4.7261799687   -0.7780501606    3.2461587679
   5.3118807347   -0.6211121133    3.2461587679
   5.7406434535   -0.1923493945    3.2461587679
   6.4190014953    0.3933513715    2.9451167937
   6.3169118656    0.9723304327    2.9451167937
   6.0229564924    1.4814760742    2.9451167937
   5.5725907320    1.8593778176    2.9451167937
   5.0201353419    2.0604551354    2.9451167937
   4.4322245955    2.0604551354    2.9451167937
   3.8797692054    1.8593778176    2.9451167937
   3.4294034451   -0.6947733312    2.9451167937
   3.8797692054   -1.0726750746    2.9451167937
   4.4322245955   -1.2737523924    2.9451167937
   5.0201353419   -1.2737523924    2.9451167937
   5.5725907320   -1.0726750746    2.9451167937
   6.0229564924   -0.6947733312    2.9451167937
   6.3169118656   -0.1856276897    2.9451167937
   6.8664370661    0.3933513715    2.5422439962
   6.7870705271    0.9707858258    2.5422439962
   6.5548571634    1.5053946082    2.5422439962
   6.1870191778    1.9575282311    2.5422439962
   5.7108374310    2.2936540118    2.5422439962
   5.1616281446    2.4888430391    2.5422439962
   4.5801236592    2.5286190356    2.5422439962
   4.0094515020    2.4100319976    2.5422439962
   3.4919358164    2.1418769834    2.5422439962
   3.4919358164   -1.3551742404    2.5422439962
   4.0094515020   -1.6233292546    2.5422439962
   4.5801236592   -1.7419162926    2.5422439962
   5.1616281446   -1.7021402961    2.5422439962
   5.7108374310   -1.5069512688    2.5422439962
   6.1870191778   -1.1708254881    2.5422439962
   6.5548571634   -0.7186918652    2.5422439962
   6.7870705271   -0.1840830828    2.5422439962
   7.2203331316    0.3933513715    2.0551478499
   7.1478575736    0.9902412925    2.0551478499
   6.9346429157    1.5524421409    2.0551478499
   6.5930804187    2.0472808469    2.0551478499
   6.1430204535    2.4459991836    2.0551478499
   5.6106188693    2.7254250906    2.0551478499
   5.0268169110    2.8693193497    2.0551478499
   4.4255430264    2.8693193497    2.0551478499
   3.8417410681    2.7254250906    2.0551478499
   3.8417410681   -1.9387223476    2.0551478499
   4.4255430264   -2.0826166067    2.0551478499
   5.0268169110   -2.0826166067    2.0551478499
   5.6106188693   -1.9387223476    2.0551478499
   6.1430204535   -1.6592964406    2.0551478499
   6.5930804187   -1.2605781039    2.0551478499
   6.9346429157   -0.7657393979    2.0551478499
   7.1478575736   -0.2035385495    2.0551478499
   7.4652227356    0.3933513715    1.5051167937
   7.4011854379    0.9821646009    1.5051167937
   7.2120678574    1.5434455780    1.5051167937
   6.9067129221    2.0509494284    1.5051167937
   6.4993986894    2.4809458358    1.5051167937
   6.0091707202    2.8133286463    1.5051167937
   5.4589515293    3.0325560091    1.5051167937
   4.8744687547    3.1283770962    1.5051167937
   4.2830521612    3.0963114203    1.5051167937
   3.7123557316    2.9378583366    1.5051167937
   3.7123557316   -2.1511555936    1.5051167937
   4.2830521612   -2.3096086773    1.5051167937
   4.8744687547   -2.3416743532    1.5051167937
   5.4589515293   -2.2458532661    1.5051167937
   6.0091707202   -2.0266259033    1.5051167937
   6.4993986894   -1.6942430928    1.5051167937
   6.9067129221   -1.2642466854    1.5051167937
   7.2120678574   -0.7567428350    1.5051167937
   7.4011854379   -0.1954618579    1.5051167937
   7.5904030274    0.3933513715    0.9161898241
   7.5278128815    0.9888568305    0.9161898241
   7.3427779336    1.5583358434    0.9161898241
   7.0433850988    2.0768994447    0.9161898241
   6.6427192807    2.5218839166    0.9161898241
   6.1582914980    2.8738413024    0.9161898241
   3.8410863679    3.1173893756    0.9161898241
   3.2940684394    2.8738413024    0.9161898241
   4.4267871339   -2.4551811736    0.9161898241
   5.0255728035   -2.4551811736    0.9161898241
   5.6112735695   -2.3306866326    0.9161898241
   6.1582914980   -2.0871385594    0.9161898241
   6.6427192807   -1.7351811736    0.9161898241
   7.0433850988   -1.2901967017    0.9161898241
   7.3427779336   -0.7716331004    0.9161898241
   7.5278128815   -0.2021540875    0.9161898241
   7.5904030274    0.3933513715    0.3141058757
   7.5278128815    0.9888568305    0.3141058757
   7.3427779336    1.5583358434    0.3141058757
   7.0433850988    2.0768994447    0.3141058757
   6.6427192807    2.5218839166    0.3141058757
   3.2940684394    2.8738413024    0.3141058757
   4.4267871339   -2.4551811736    0.3141058757
   5.0255728035   -2.4551811736    0.3141058757
   5.6112735695   -2.3306866326    0.3141058757
   6.1582914980   -2.0871385594    0.3141058757
   6.6427192807   -1.7351811736    0.3141058757
   7.0433850988   -1.2901967017    0.3141058757
   7.3427779336   -0.7716331004    0.3141058757
   7.5278128815   -0.2021540875    0.3141058757
   7.4652227356    0.3933513715   -0.2748210939
   7.4011854379    0.9821646009   -0.2748210939
   7.2120678574    1.5434455780   -0.2748210939
   6.9067129221    2.0509494284   -0.2748210939
   4.8744687547   -2.3416743532   -0.2748210939
   5.4589515293   -2.2458532661   -0.2748210939
   6.0091707202   -2.0266259033   -0.2748210939
   6.4993986894   -1.6942430928   -0.2748210939
   6.9067129221   -1.2642466854   -0.2748210939
   7.2120678574   -0.7567428350   -0.2748210939
   7.4011854379   -0.1954618579   -0.2748210939
   7.2203331316    0.3933513715   -0.8248521501
   7.1478575736    0.9902412925   -0.8248521501
   6.9346429157    1.5524421409   -0.8248521501
   6.5930804187    2.0472808469   -0.8248521501
   5.6106188693   -1.9387223476   -0.8248521501
   6.1430204535   -1.6592964406   -0.8248521501
   6.5930804187   -1.2605781039   -0.8248521501
   6.9346429157   -0.7657393979   -0.8248521501
   7.1478575736   -0.2035385495   -0.8248521501
   6.8664370661    0.3933513715   -1.3119482964
   6.7870705271    0.9707858258   -1.3119482964
   6.5548571634    1.5053946082   -1.3119482964
   6.1870191778    1.9575282311   -1.3119482964
   5.7108374310   -1.5069512688   -1.3119482964
   6.1870191778   -1.1708254881   -1.3119482964
   6.5548571634   -0.7186918652   -1.3119482964
   6.7870705271   -0.1840830828   -1.3119482964
   6.4190014953    0.3933513715   -1.7148210939
   6.3169118656    0.9723304327   -1.7148210939
   6.0229564924    1.4814760742   -1.7148210939
   5.5725907320    1.8593778176   -1.7148210939
   4.4322245955    2.0604551354   -1.7148210939
   5.5725907320   -1.0726750746   -1.7148210939
   6.0229564924   -0.6947733312   -1.7148210939
   6.3169118656   -0.1856276897   -1.7148210939
   5.8975815008    0.3933513715   -2.0158630681
   5.7406434535    0.9790521375   -2.0158630681
   5.3118807347    1.4078148563   -2.0158630681
   4.7261799687    1.5647529036   -2.0158630681
   5.7406434535   -0.1923493945   -2.0158630681
   5.3249656383    0.3933513715   -2.2019172402
   5.0255728035    0.9119149728   -2.2019172402
   2.7500567203   -2.0074602216    1.7489267572
   3.3553449624   -2.0074602216    1.7489267572
   2.7573093953   -2.3352915540    1.2331982666
   3.3480922874   -2.3352915540    1.2331982666
   3.0527008414   -2.5543280451    0.6582914365
   3.6427827266   -2.4878417843    0.6582914365
   3.1999586727    2.8134867617    0.0530344962
   3.0527008414    2.7492797972   -0.5522224442
   3.3480922874    2.5302433061   -1.1271292742
   2.7573093953    2.5302433061   -1.1271292742
   2.1836935803    2.3888597058   -1.1271292742
   3.9361147778    2.0318825695   -1.6428577649
   3.3553449624    2.2024119736   -1.6428577649
   2.7500567203    2.2024119736   -1.6428577649
   1.3655058136    0.4481339708    3.4963105403
   1.6681342838   -0.0760339154    3.4963105403
   2.2733912241   -0.0760339154    3.4963105403
   0.7905989835    0.4481339708    3.2951419399
   0.9487109482   -0.1419479144    3.2951419399
   1.3806808687   -0.5739178350    3.2951419399
   1.9707627539   -0.7320297996    3.2951419399
   2.5608446391   -0.5739178350    3.2951419399
   2.9928145597   -0.1419479144    3.2951419399
   0.6716339112    1.5382325036    2.9710882515
   1.1228166234   -1.0205518094    2.9710882515
   1.6762741533   -1.2219938762    2.9710882515
   2.2652513546   -1.2219938762    2.9710882515
   2.8187088845   -1.0205518094    2.9710882515
   3.2698915967   -0.6419645620    2.9710882515
   1.0873488175    2.3825406643    2.5403988803
